A_0	A_1	A_2	R_0	R_1	R_2	R_3	R_4	R_5	R_6	R_7	Class	Group	InstanceID
1	1	1	1	0	1	1	1	1	0	0	0	7	1639
1	0	1	1	0	0	0	1	1	1	1	1	5	1640
1	0	1	0	0	1	1	1	0	0	1	0	5	1641
0	0	0	1	0	0	0	1	0	0	0	1	0	1643
1	1	0	0	1	0	0	0	0	1	1	1	6	1646
0	0	1	1	1	1	0	1	0	1	0	1	1	1647
0	1	0	0	0	0	0	1	0	1	1	0	2	1648
1	1	0	1	0	0	1	1	1	0	0	0	6	1649
0	0	1	0	1	1	0	0	1	1	1	1	1	1650
0	0	0	0	1	1	1	0	1	1	0	0	0	1651
1	0	0	1	0	0	1	0	1	1	0	0	4	1653
0	0	0	1	1	1	1	0	1	1	0	1	0	1655
0	1	0	1	0	0	0	1	0	0	1	0	2	1656
0	0	1	1	1	1	1	1	1	0	0	1	1	1657
1	1	0	0	1	1	0	1	1	0	1	0	6	1658
0	0	1	1	0	0	1	1	0	0	0	0	1	1659
0	1	0	1	1	1	1	1	1	1	1	1	2	1660
1	0	0	0	1	0	0	0	0	1	1	0	4	1661
1	1	0	1	0	1	1	0	1	1	0	1	6	1662
0	0	1	0	0	1	1	0	0	0	0	0	1	1663
1	1	1	0	0	0	0	1	1	0	1	1	7	1664
0	0	1	0	0	0	0	0	1	0	1	0	1	1666
0	1	0	0	1	1	1	0	0	0	1	1	2	1667
1	1	0	1	1	0	0	1	0	1	1	1	6	1668
0	1	1	1	0	1	0	0	1	1	0	0	3	1669
0	0	0	1	0	1	0	0	0	1	1	1	0	1670
0	0	0	1	0	1	1	0	1	1	0	1	0	1671
1	1	1	0	1	0	0	1	0	1	0	0	7	1672
0	1	0	1	0	1	0	0	0	1	1	1	2	1673
1	0	0	0	1	0	1	0	0	0	1	0	4	1674
0	0	0	1	1	1	0	1	0	1	1	1	0	1676
0	0	0	0	1	1	0	0	1	1	1	0	0	1677
1	0	1	1	1	1	0	1	1	0	1	1	5	1678
1	0	0	0	1	1	0	1	1	1	1	1	4	1679
1	0	0	0	0	1	1	1	1	1	1	1	4	1681
0	1	1	0	1	1	1	1	0	0	0	1	3	1682
0	1	0	0	0	1	0	1	0	1	1	1	2	1683
1	0	1	0	0	1	1	0	0	1	0	0	5	1684
0	0	1	0	0	0	1	0	0	0	0	0	1	1685
0	0	0	1	0	1	0	1	0	0	1	1	0	1686
1	1	0	1	1	1	1	1	1	1	0	1	6	1687
1	1	1	1	0	0	1	1	1	0	0	0	7	1688
1	1	1	0	1	1	1	1	1	1	0	0	7	1689
0	0	0	0	0	0	0	1	1	0	1	0	0	1690
0	1	1	0	1	1	0	0	1	0	1	0	3	1691
0	1	1	0	0	0	1	0	1	0	1	1	3	1692
1	1	1	0	0	0	1	0	1	1	1	1	7	1693
1	0	0	0	1	0	0	0	1	0	1	0	4	1694
1	1	0	1	1	1	0	1	0	0	0	0	6	1695
1	0	1	1	0	1	1	0	1	0	0	1	5	1697
1	1	1	0	1	1	0	1	1	1	0	0	7	1698
1	1	0	1	1	1	1	0	1	0	1	0	6	1699
1	0	0	0	1	1	1	1	1	1	1	1	4	1700
1	0	0	0	1	0	1	0	0	1	0	0	4	1701
0	0	0	1	0	1	1	0	0	0	1	1	0	1702
1	1	0	0	1	0	1	0	0	0	1	0	6	1703
1	1	0	1	1	1	1	1	1	0	1	0	6	1704
0	0	1	0	1	0	0	0	1	1	1	1	1	1706
1	0	1	1	1	1	0	0	0	0	1	0	5	1707
1	0	1	0	0	1	0	0	1	0	1	1	5	1708
1	0	0	1	1	1	0	0	1	1	1	0	4	1710
0	1	0	1	1	1	1	1	1	0	1	1	2	1711
0	1	1	0	0	1	0	0	1	0	0	0	3	1712
0	0	1	0	0	0	1	1	1	0	0	0	1	1715
1	0	1	1	1	1	0	0	0	0	1	0	5	1716
1	0	0	0	0	1	0	0	1	1	1	0	4	1717
0	1	1	1	1	1	1	0	1	1	1	1	3	1718
0	0	0	0	0	1	0	1	0	0	0	0	0	1720
1	1	1	1	0	1	0	0	1	0	0	0	7	1722
0	1	1	1	0	1	0	0	0	0	1	0	3	1723
1	1	1	1	0	0	1	1	0	1	1	1	7	1724
0	0	0	1	1	1	0	0	0	0	0	1	0	1725
1	1	0	1	0	1	1	1	0	1	0	1	6	1726
0	0	1	0	1	1	0	0	0	1	0	1	1	1727
0	0	0	1	1	1	0	0	1	1	1	1	0	1728
0	0	1	1	0	0	1	0	0	1	1	0	1	1729
0	1	1	1	0	1	1	0	1	0	0	1	3	1730
0	1	0	1	1	1	0	1	1	0	0	1	2	1731
1	1	0	1	0	0	0	0	0	0	0	0	6	1732
0	0	1	0	1	0	0	1	0	0	0	1	1	1733
1	1	0	1	1	1	1	1	1	1	1	1	6	1735
0	1	1	0	0	1	1	0	1	1	0	1	3	1736
1	0	1	0	0	1	0	0	1	1	1	1	5	1737
1	1	0	1	0	1	0	0	0	1	1	1	6	1738
1	1	1	0	1	0	1	1	1	0	1	1	7	1739
0	0	0	1	1	0	1	0	1	0	1	1	0	1740
0	1	1	0	0	0	1	0	0	1	1	1	3	1741
0	0	1	0	1	1	0	1	1	1	1	1	1	1743
1	0	0	1	0	0	0	1	1	1	0	1	4	1744
0	1	0	1	1	0	1	1	1	0	0	0	2	1745
0	1	1	1	0	0	0	0	1	1	0	0	3	1746
0	1	0	0	0	0	1	1	1	0	0	0	2	1748
1	0	1	1	1	0	1	0	0	1	0	0	5	1749
1	1	0	0	0	0	1	0	0	0	0	0	6	1750
0	1	1	0	0	1	0	0	1	0	1	0	3	1751
1	1	0	0	1	0	1	1	1	1	1	1	6	1752
0	1	0	1	0	1	0	1	0	1	0	1	2	1754
0	0	0	1	1	0	1	1	0	1	1	1	0	1755
1	1	1	1	1	1	0	0	0	1	1	1	7	1756
1	0	1	0	1	0	1	1	0	0	1	0	5	1757
1	1	0	0	1	0	0	1	1	1	0	1	6	1759
1	0	1	1	0	1	1	1	0	1	0	0	5	1760
1	1	1	1	1	1	0	1	0	1	1	1	7	1761
1	0	0	0	0	0	0	0	1	0	0	0	4	1762
0	0	0	0	0	0	1	0	0	1	1	0	0	1763
1	1	0	0	0	0	0	0	1	0	0	0	6	1764
1	1	0	1	0	1	0	0	0	0	1	0	6	1765
0	1	1	0	0	0	0	1	0	0	1	0	3	1766
0	1	1	0	0	1	0	1	1	1	0	0	3	1767
1	0	1	1	1	1	1	1	0	0	1	0	5	1768
0	1	0	0	1	1	1	1	1	0	0	1	2	1769
1	0	1	0	0	0	1	1	1	1	1	1	5	1770
1	1	1	1	1	0	0	1	1	1	0	0	7	1771
0	0	0	1	0	0	1	0	0	0	0	1	0	1775
1	0	0	0	1	0	0	1	0	0	0	1	4	1776
0	0	1	0	1	0	1	1	1	1	1	1	1	1777
1	0	1	0	0	1	0	0	1	1	1	1	5	1779
1	0	1	1	1	1	1	1	0	1	1	0	5	1780
1	0	1	0	1	1	1	0	0	1	1	0	5	1781
0	1	1	0	0	0	0	1	0	1	0	0	3	1782
1	1	0	1	1	1	0	1	1	0	1	0	6	1783
1	1	0	0	1	1	0	1	0	0	0	0	6	1784
1	1	1	1	1	0	1	1	0	1	0	0	7	1786
0	0	0	0	1	1	1	1	0	1	0	0	0	1787
0	0	1	1	0	0	0	1	1	0	0	0	1	1788
0	1	1	1	0	1	1	1	0	0	1	1	3	1789
1	0	1	0	0	1	0	0	1	0	1	1	5	1790
0	0	0	1	1	1	0	1	1	0	1	1	0	1791
0	0	0	0	0	0	0	1	0	0	1	0	0	1792
1	1	0	0	0	1	1	0	1	0	0	0	6	1793
0	1	1	1	0	1	1	1	0	0	0	1	3	1794
0	0	1	1	0	0	0	1	1	1	0	0	1	1795
1	0	1	0	0	0	1	1	1	1	0	1	5	1797
1	0	0	0	1	0	1	1	0	1	1	1	4	1798
1	1	0	1	1	1	0	1	1	0	1	0	6	1799
1	1	0	1	0	1	1	0	1	0	1	0	6	1800
0	1	0	0	1	0	0	0	1	0	0	0	2	1801
1	1	1	0	0	0	0	1	0	0	1	1	7	1802
0	0	1	1	0	1	1	1	1	0	0	0	1	1803
1	1	0	1	1	1	0	0	0	0	1	0	6	1804
1	0	0	0	1	0	1	0	0	1	1	0	4	1805
1	0	1	1	1	1	0	1	1	1	1	1	5	1806
1	0	0	0	1	1	0	0	1	0	0	0	4	1807
1	0	0	1	0	0	1	0	1	0	1	0	4	1808
1	0	0	1	1	1	0	0	1	1	0	0	4	1809
0	0	0	1	0	0	1	1	1	0	1	1	0	1810
1	0	1	1	0	1	1	0	0	1	1	0	5	1811
1	0	0	1	1	1	0	0	0	1	0	0	4	1812
0	1	1	1	0	0	0	0	0	0	1	0	3	1813
0	1	0	1	0	1	1	1	0	1	0	1	2	1815
0	1	1	1	0	1	1	0	0	1	1	1	3	1816
1	0	1	1	1	0	0	0	1	0	1	1	5	1817
1	0	0	1	0	0	1	0	1	1	1	0	4	1818
0	0	1	0	0	0	0	0	0	1	0	0	1	1819
1	0	1	0	0	0	0	1	0	1	0	0	5	1820
1	1	1	1	1	1	1	0	1	1	1	1	7	1821
1	0	0	0	0	0	0	1	1	1	1	1	4	1824
0	0	1	1	1	1	1	0	1	1	0	1	1	1825
0	0	1	1	0	1	1	0	0	0	1	0	1	1826
1	0	1	1	1	1	1	1	1	1	1	1	5	1827
1	1	0	1	1	0	0	1	1	0	0	0	6	1828
1	0	1	1	1	1	0	1	1	0	1	1	5	1829
0	1	0	1	0	1	0	0	0	1	1	1	2	1830
0	0	1	1	0	1	0	0	0	0	0	0	1	1831
0	0	1	1	1	1	0	0	0	0	1	1	1	1832
1	0	1	0	0	0	0	0	0	1	0	0	5	1833
1	0	1	0	0	1	1	0	0	1	1	0	5	1834
1	1	0	0	0	0	0	1	0	0	1	0	6	1835
0	0	1	1	0	0	0	0	0	1	0	0	1	1836
1	0	0	0	1	1	0	1	0	1	0	1	4	1837
0	1	0	0	0	0	0	0	0	0	0	0	2	1838
1	1	0	0	0	0	1	1	0	0	1	0	6	1839
1	1	0	0	0	0	0	1	0	0	1	0	6	1840
1	0	1	0	1	0	0	1	0	0	1	0	5	1841
0	0	0	0	0	1	1	1	1	0	0	0	0	1842
1	0	1	0	0	0	1	1	1	0	0	1	5	1843
0	1	1	1	1	1	0	1	0	0	1	0	3	1844
0	0	0	0	0	0	0	0	1	1	1	0	0	1845
1	1	0	0	1	0	0	0	1	0	1	0	6	1846
0	0	0	0	0	0	0	0	0	1	0	0	0	1847
0	0	0	0	0	0	1	1	0	0	1	0	0	1848
1	1	0	0	1	0	0	0	1	0	0	0	6	1849
1	0	1	0	1	1	0	1	0	1	0	0	5	1850
0	0	0	1	1	0	1	1	1	1	0	1	0	1851
1	1	0	0	1	0	0	1	1	1	1	1	6	1852
0	1	0	1	1	1	0	1	1	0	1	1	2	1853
1	0	0	1	1	0	1	1	0	0	1	1	4	1854
0	1	0	0	0	0	0	0	1	1	1	0	2	1856
0	1	0	1	0	1	0	1	0	0	1	1	2	1857
0	1	1	0	1	0	1	0	0	1	0	1	3	1858
0	0	1	1	0	0	1	0	0	1	1	0	1	1859
1	0	0	0	1	0	0	0	1	0	1	0	4	1860
0	0	0	1	1	1	1	1	1	1	0	1	0	1861
0	0	1	1	1	1	1	0	1	1	1	1	1	1862
0	0	1	1	1	0	0	1	0	1	1	1	1	1863
1	0	0	1	1	0	1	0	0	1	1	0	4	1864
0	0	1	1	0	0	0	1	0	1	1	0	1	1866
1	1	1	0	0	0	1	0	0	0	0	0	7	1867
1	0	0	1	0	0	0	0	1	1	0	0	4	1868
0	1	1	1	1	0	1	1	1	0	1	1	3	1869
0	1	1	0	0	0	1	0	0	0	1	1	3	1870
1	1	1	0	0	0	1	0	0	1	1	1	7	1871
1	0	0	1	1	1	1	1	0	1	0	1	4	1872
0	0	0	1	0	0	1	0	1	1	0	1	0	1873
1	1	0	1	1	1	1	1	1	0	0	0	6	1874
0	1	1	1	1	1	0	1	1	1	1	0	3	1875
1	0	1	0	0	1	1	1	0	1	0	0	5	1876
1	1	1	0	0	1	1	1	0	1	0	0	7	1877
1	1	0	0	0	0	1	0	0	1	1	1	6	1878
0	1	1	1	0	1	1	0	0	1	1	1	3	1879
1	0	0	1	1	0	0	0	1	0	1	0	4	1880
0	1	1	1	0	0	0	0	1	1	1	0	3	1881
1	1	0	0	1	1	0	1	1	0	0	0	6	1882
0	0	0	1	0	0	1	1	1	1	1	1	0	1883
1	1	0	1	1	1	1	0	0	1	0	1	6	1885
0	0	1	0	0	0	1	1	1	0	1	0	1	1886
0	1	0	1	1	0	0	0	1	1	1	0	2	1887
1	0	1	0	0	0	0	1	0	0	0	0	5	1889
1	0	1	0	1	0	1	0	0	1	0	0	5	1890
0	1	1	1	1	1	0	0	1	0	0	0	3	1891
0	1	1	1	0	1	1	1	1	0	0	1	3	1892
0	1	0	1	1	1	1	1	0	0	1	1	2	1893
0	0	0	1	1	1	0	0	1	0	0	1	0	1894
0	0	0	0	1	1	0	1	1	0	0	0	0	1895
0	1	0	0	0	0	0	0	0	1	1	0	2	1896
0	1	1	1	0	1	0	0	1	1	0	0	3	1897
1	1	1	1	0	1	0	1	1	1	0	0	7	1898
1	1	0	1	0	0	0	0	1	0	1	0	6	1899
1	1	1	1	0	1	0	1	0	1	0	0	7	1900
0	0	1	0	0	0	1	0	1	0	1	0	1	1901
0	1	0	0	1	0	1	0	1	0	0	0	2	1903
1	0	1	1	0	1	0	0	1	0	1	1	5	1904
0	0	0	1	1	1	1	1	1	1	1	1	0	1905
1	0	0	1	0	1	1	0	0	0	1	0	4	1906
0	1	0	1	1	1	1	1	0	0	1	1	2	1907
1	1	0	1	1	0	1	0	0	0	0	0	6	1908
0	0	0	1	0	1	1	0	1	1	1	1	0	1909
1	0	1	0	1	0	0	0	1	0	1	1	5	1910
0	0	0	1	1	0	0	0	1	1	0	1	0	1911
1	1	1	1	0	1	0	0	0	0	0	0	7	1913
1	1	0	1	1	1	1	1	1	0	1	0	6	1914
0	1	1	1	0	1	0	1	0	0	1	0	3	1915
0	0	0	0	0	1	0	1	1	1	0	0	0	1916
0	0	1	1	0	1	1	1	0	0	0	0	1	1917
0	0	0	0	0	0	1	0	0	1	1	0	0	1918
1	0	1	0	1	1	1	1	0	1	1	0	5	1919
1	0	1	1	0	0	1	1	0	0	0	0	5	1920
0	0	0	1	0	0	0	1	0	0	0	1	0	1921
1	1	0	1	0	0	0	1	0	0	1	0	6	1922
1	0	0	1	0	0	0	0	1	0	0	0	4	1923
0	0	0	1	0	0	1	1	1	0	0	1	0	1924
0	1	1	0	1	0	0	1	1	0	0	0	3	1925
1	1	0	1	0	1	0	1	1	1	0	1	6	1926
0	1	1	1	0	0	0	1	0	1	0	0	3	1927
0	1	0	0	0	0	1	0	0	1	0	0	2	1928
0	1	1	0	1	1	0	1	1	1	1	0	3	1929
0	0	0	1	1	1	0	0	1	0	1	1	0	1930
0	1	0	0	1	1	1	1	0	0	1	1	2	1931
0	0	1	0	0	1	1	0	0	1	1	0	1	1932
1	0	1	1	1	1	1	0	1	0	0	1	5	1933
0	1	0	1	0	0	0	1	1	1	1	0	2	1934
1	1	1	1	1	0	0	0	1	0	0	0	7	1936
1	1	0	0	1	1	0	1	1	0	1	0	6	1937
1	1	0	1	1	1	1	1	1	1	1	1	6	1938
1	0	0	1	0	0	0	1	1	0	1	1	4	1939
0	0	0	0	0	0	0	0	0	1	0	0	0	1940
0	1	1	0	0	1	0	0	1	0	0	0	3	1941
0	0	0	1	0	0	1	1	1	1	0	1	0	1942
1	0	1	0	1	1	1	0	1	0	0	1	5	1944
1	1	1	1	0	0	0	0	1	1	1	1	7	1945
0	0	1	1	0	1	1	1	1	1	1	0	1	1948
1	1	1	0	0	0	0	1	0	0	0	0	7	1949
0	0	0	0	1	1	1	0	1	1	1	0	0	1950
1	0	1	1	1	1	1	1	0	0	0	0	5	1951
0	1	0	1	0	0	1	0	1	1	0	0	2	1953
0	1	1	1	1	0	0	1	1	0	0	0	3	1954
0	0	0	0	0	1	1	1	0	0	0	0	0	1955
0	1	0	0	1	1	1	0	1	0	0	1	2	1956
1	0	0	1	0	1	0	1	0	0	0	1	4	1957
0	1	0	0	1	0	1	0	1	0	1	0	2	1958
1	1	1	1	0	0	0	0	1	1	1	1	7	1959
0	0	0	0	1	1	0	0	0	0	0	0	0	1960
1	1	0	1	1	0	0	1	1	1	1	1	6	1961
1	1	1	0	0	1	0	0	0	1	0	0	7	1962
0	0	1	0	1	1	1	0	1	0	1	1	1	1963
0	1	1	0	0	1	0	0	1	0	1	0	3	1964
0	0	1	1	0	0	0	0	0	1	1	0	1	1965
0	0	0	0	0	1	0	0	1	0	1	0	0	1966
1	0	1	0	0	0	0	1	0	1	1	0	5	1967
0	1	1	0	1	0	1	0	1	0	1	1	3	1968
0	1	0	0	0	1	0	0	1	1	0	1	2	1969
0	0	1	0	0	0	1	0	0	0	1	0	1	1970
0	0	0	0	1	0	0	1	0	0	1	0	0	1971
0	0	0	1	0	0	1	1	0	1	0	1	0	1972
1	0	0	0	1	1	0	1	1	0	0	1	4	1973
0	1	1	1	0	0	0	0	0	1	1	0	3	1974
0	1	0	0	1	0	1	1	0	1	0	0	2	1975
1	1	0	1	1	0	1	1	1	1	1	1	6	1976
1	0	0	0	1	0	0	1	1	1	0	1	4	1977
0	1	1	0	0	0	1	0	1	1	1	1	3	1978
0	1	1	0	1	1	1	0	1	1	0	1	3	1979
1	0	1	1	0	0	0	0	1	1	1	1	5	1980
0	1	0	0	0	1	0	1	1	0	0	1	2	1981
1	1	1	0	0	0	1	1	0	0	0	0	7	1982
1	0	0	0	0	0	1	1	1	1	1	1	4	1983
1	1	0	1	0	0	0	0	1	0	1	0	6	1985
1	1	1	0	1	0	0	1	1	1	1	1	7	1986
1	1	1	1	0	0	0	1	0	1	0	0	7	1987
1	0	1	0	1	0	0	0	0	0	0	0	5	1988
0	1	1	1	0	1	1	0	1	1	0	1	3	1989
0	0	0	1	0	1	1	1	0	0	0	1	0	1990
1	0	1	0	0	0	0	0	1	1	1	1	5	1991
1	1	1	1	0	1	1	1	0	1	0	0	7	1992
1	0	1	1	1	1	1	0	1	0	0	1	5	1994
0	1	1	1	0	1	1	1	0	0	1	1	3	1995
0	0	1	1	1	0	0	0	0	1	1	1	1	1996
1	0	1	1	1	1	0	1	1	1	1	1	5	1997
1	0	1	0	1	0	1	0	1	1	0	1	5	1998
0	0	0	1	0	0	0	0	0	0	1	1	0	2000
0	0	0	1	0	0	1	0	1	0	1	1	0	2001
1	1	0	1	0	0	0	0	0	1	0	1	6	2002
1	0	0	1	1	1	0	1	0	0	1	1	4	2003
1	0	1	0	1	1	0	1	1	0	1	1	5	2004
0	1	1	0	1	1	0	1	1	0	0	0	3	2005
0	1	1	0	1	1	0	0	0	0	0	0	3	2006
1	1	0	0	1	1	1	1	0	0	1	0	6	2007
0	1	1	1	1	0	0	1	0	1	1	0	3	2008
1	1	0	0	1	0	1	0	1	1	1	1	6	2009
1	0	1	1	1	1	0	1	1	0	0	1	5	2010
0	0	1	0	0	0	1	0	0	1	1	0	1	2011
1	0	1	1	1	1	0	0	1	0	1	1	5	2012
1	1	0	0	1	0	0	0	0	1	0	1	6	2013
1	0	1	0	1	0	1	0	1	1	1	1	5	2014
1	0	0	1	0	0	1	0	1	1	1	0	4	2015
1	1	1	1	1	1	1	1	0	0	1	1	7	2016
1	0	1	1	0	1	1	0	1	1	1	1	5	2017
1	1	1	1	0	1	0	1	0	1	0	0	7	2018
1	0	0	1	1	1	0	0	1	0	1	0	4	2019
1	0	1	1	1	0	1	1	1	0	0	1	5	2020
1	1	1	1	1	1	0	1	1	0	1	1	7	2021
0	1	1	1	1	1	1	0	1	1	1	1	3	2022
0	1	0	1	1	1	1	0	0	0	0	1	2	2023
0	1	1	0	1	0	0	1	1	0	0	0	3	2024
1	1	1	1	1	0	1	1	0	0	0	0	7	2025
0	1	1	1	1	1	1	0	1	1	1	1	3	2026
0	1	0	0	0	1	1	1	1	0	0	1	2	2027
0	0	0	0	1	0	1	1	0	1	0	0	0	2028
0	0	1	0	1	0	1	1	0	0	1	1	1	2029
1	0	1	1	0	1	1	1	1	1	0	1	5	2030
0	0	1	1	0	0	0	0	0	1	0	0	1	2031
1	0	0	1	0	0	0	0	1	1	1	0	4	2032
1	0	1	1	1	1	1	1	1	1	0	1	5	2033
1	0	0	1	1	0	0	1	1	0	0	1	4	2034
0	0	0	0	0	1	1	1	0	0	1	0	0	2036
0	1	0	1	1	1	0	0	1	1	1	1	2	2037
0	1	0	1	1	0	1	0	1	0	1	0	2	2038
0	1	0	1	1	1	1	0	0	0	0	1	2	2039
1	0	1	1	1	0	1	1	1	1	1	1	5	2040
1	1	0	1	0	1	1	1	0	1	1	1	6	2041
0	0	0	0	0	1	1	0	1	1	1	0	0	2042
1	1	1	0	1	1	0	0	1	0	1	1	7	2043
0	1	0	1	1	0	1	0	0	0	1	0	2	2045
0	0	0	0	0	0	0	1	1	1	1	0	0	2047
0	1	0	1	1	0	1	1	0	1	1	0	2	2049
1	1	0	0	1	0	1	0	1	0	0	0	6	2050
1	0	1	0	0	0	1	0	1	1	1	1	5	2051
0	1	1	1	0	1	0	0	1	0	0	0	3	2052
1	0	0	0	0	0	1	1	0	1	1	1	4	2054
1	0	0	1	1	1	0	0	1	0	0	0	4	2055
1	0	1	1	0	1	0	1	1	0	0	1	5	2056
1	0	1	0	1	0	1	1	0	0	1	0	5	2057
1	0	1	0	0	1	0	0	0	1	0	0	5	2058
0	1	0	1	0	1	0	1	1	0	1	1	2	2059
0	1	0	1	0	0	1	0	1	1	1	0	2	2060
1	1	0	0	0	0	1	0	1	0	0	0	6	2061
0	1	1	0	0	1	1	1	1	0	1	1	3	2062
0	0	0	0	0	0	1	1	1	1	0	0	0	2063
1	1	1	1	1	1	0	1	0	1	1	1	7	2064
1	1	1	0	0	0	0	0	1	0	1	1	7	2065
0	0	0	0	0	0	1	0	0	0	1	0	0	2066
0	1	1	1	0	0	0	0	1	1	0	0	3	2067
0	0	0	0	0	1	1	0	0	1	1	0	0	2068
1	1	0	0	0	1	0	0	0	0	1	0	6	2069
1	1	0	0	0	0	1	1	1	0	0	0	6	2070
1	1	0	0	0	0	0	0	0	1	1	1	6	2071
0	1	1	0	1	1	0	1	1	1	1	0	3	2072
1	0	0	0	0	1	0	1	1	1	1	1	4	2074
0	0	1	0	1	1	0	0	1	0	0	1	1	2075
1	1	0	1	1	0	1	1	1	1	0	1	6	2076
0	0	1	1	0	1	1	0	0	1	1	0	1	2077
0	0	0	1	1	0	1	1	0	1	1	1	0	2078
0	0	1	1	1	1	1	0	1	1	0	1	1	2079
1	1	0	1	1	0	1	1	1	1	1	1	6	2080
1	1	1	0	0	1	0	1	1	0	0	0	7	2081
0	1	0	1	0	1	1	1	1	0	1	1	2	2082
0	0	0	1	1	0	0	1	1	0	0	1	0	2083
0	0	0	0	1	0	0	0	0	1	1	0	0	2084
0	1	1	1	1	0	1	1	1	1	0	1	3	2085
1	0	1	1	0	1	0	1	0	0	0	0	5	2086
0	1	0	0	0	0	0	0	1	0	0	0	2	2087
0	1	0	1	0	0	0	1	0	0	0	0	2	2088
0	0	0	0	0	1	1	1	1	1	1	0	0	2089
1	0	1	1	1	0	1	1	0	0	0	0	5	2090
1	0	1	1	0	1	1	0	1	0	0	1	5	2091
0	0	0	0	1	1	0	0	0	1	0	0	0	2093
1	1	0	1	0	1	1	0	1	0	1	0	6	2096
1	1	0	1	0	0	1	0	1	0	0	0	6	2097
0	1	0	0	1	0	0	0	0	0	0	0	2	2098
1	0	1	1	0	1	0	0	0	0	1	0	5	2099
0	1	1	0	0	0	0	1	1	0	0	0	3	2100
0	1	0	1	1	0	0	0	0	1	0	0	2	2102
1	0	1	1	0	1	1	1	0	1	1	0	5	2103
0	0	1	0	0	1	0	0	1	1	0	0	1	2104
0	1	1	0	1	1	0	0	1	1	1	0	3	2105
1	1	1	1	0	1	0	1	1	1	1	1	7	2106
0	1	1	0	0	1	1	1	0	1	1	1	3	2107
1	1	1	0	1	0	1	1	1	0	1	1	7	2108
1	1	0	0	0	1	1	1	1	1	1	1	6	2109
1	0	0	0	1	1	1	0	0	1	1	0	4	2110
1	0	0	1	1	1	1	0	0	0	1	0	4	2111
0	0	0	1	0	1	0	1	0	0	1	1	0	2112
1	1	1	0	0	1	1	1	0	1	0	0	7	2113
1	0	0	1	0	0	1	1	0	0	0	1	4	2115
0	1	1	0	1	0	1	1	0	1	0	1	3	2116
1	1	0	1	0	0	1	1	0	1	1	1	6	2117
0	0	0	1	1	0	1	0	1	1	1	1	0	2118
0	0	0	0	0	0	0	1	0	1	0	0	0	2119
1	1	1	0	1	1	0	1	1	0	0	0	7	2121
1	0	1	1	0	1	1	1	0	0	0	0	5	2122
1	0	0	0	1	0	0	1	1	0	0	1	4	2123
1	0	0	0	1	1	0	1	0	0	1	1	4	2124
0	0	0	1	1	1	0	1	0	0	1	1	0	2125
1	1	0	0	1	1	1	1	0	1	1	1	6	2126
0	1	0	1	0	1	0	1	1	1	0	1	2	2127
0	0	1	0	1	0	0	1	0	0	0	1	1	2128
1	0	1	0	1	0	1	0	0	0	1	0	5	2131
0	1	0	0	0	1	1	1	0	1	1	1	2	2132
1	0	0	0	1	0	1	1	1	1	0	1	4	2133
1	1	1	0	1	1	1	1	0	1	1	1	7	2134
1	1	1	0	0	1	1	0	1	0	0	0	7	2135
0	0	0	1	1	0	1	1	1	0	1	1	0	2136
1	0	1	0	0	1	0	1	1	0	0	1	5	2137
1	0	1	0	1	0	1	0	0	1	1	0	5	2139
0	1	0	1	0	1	0	0	1	1	1	1	2	2140
1	1	1	1	0	1	0	0	1	0	0	0	7	2141
1	1	1	0	0	1	0	0	1	1	0	0	7	2142
0	0	0	1	0	0	1	0	0	1	1	1	0	2143
0	0	1	1	0	0	0	1	0	1	1	0	1	2144
0	1	0	1	0	0	1	1	1	0	0	0	2	2145
0	0	0	0	0	0	0	1	0	0	0	0	0	2146
0	0	1	1	0	1	0	0	1	0	1	0	1	2147
0	1	1	0	1	0	1	0	1	1	0	1	3	2148
0	1	0	1	0	1	1	1	0	0	0	1	2	2149
1	1	0	0	0	1	1	1	1	1	1	1	6	2150
1	1	1	1	1	0	0	1	0	0	1	1	7	2151
0	1	0	1	1	1	1	0	0	1	1	1	2	2152
1	0	1	1	1	1	1	1	0	1	0	0	5	2153
1	0	0	0	0	1	1	1	0	1	0	1	4	2155
1	0	1	0	0	0	1	0	1	0	1	1	5	2156
0	0	0	1	0	0	0	0	0	0	1	1	0	2157
0	1	0	0	0	1	0	0	0	0	1	1	2	2158
1	1	1	0	0	0	1	0	0	1	0	0	7	2159
0	0	0	1	0	0	0	1	0	1	1	1	0	2160
1	0	1	0	0	1	1	1	1	1	1	1	5	2161
0	1	1	0	0	0	0	0	0	0	0	0	3	2162
1	1	0	0	0	0	0	1	1	1	0	1	6	2163
1	0	1	0	0	1	1	1	0	0	0	0	5	2164
0	1	1	0	0	0	0	0	1	1	1	0	3	2165
0	1	1	1	0	0	1	1	0	0	1	1	3	2166
1	0	1	1	0	1	0	0	0	1	0	0	5	2167
0	0	0	1	1	1	1	1	1	1	0	1	0	2168
1	1	0	1	0	0	1	1	0	0	1	0	6	2169
1	0	1	1	1	1	0	0	0	0	0	0	5	2170
1	0	1	1	0	0	1	1	0	1	0	0	5	2171
0	1	0	1	1	1	1	1	1	1	1	1	2	2172
0	1	1	1	0	0	0	0	1	1	1	0	3	2173
0	0	0	0	0	1	0	0	1	1	0	0	0	2174
0	1	1	0	0	0	0	1	1	1	0	0	3	2176
0	1	0	0	1	1	1	0	0	0	1	1	2	2177
0	0	1	0	0	1	0	0	0	1	0	0	1	2178
