A_0	A_1	A_2	A_3	R_0	R_1	R_2	R_3	R_4	R_5	R_6	R_7	R_8	R_9	R_10	R_11	R_12	R_13	R_14	R_15	Class	Group	InstanceID
0	0	1	0	0	1	1	1	1	0	1	0	0	1	1	1	1	0	0	1	1	2	7099
0	0	1	0	0	0	1	1	1	1	1	1	0	0	1	1	0	0	0	0	1	2	7100
0	1	1	1	1	1	1	0	1	0	0	1	1	1	0	1	0	0	0	0	1	7	7101
0	0	0	1	1	0	1	0	1	1	1	1	1	0	1	1	0	1	1	1	0	1	7102
0	1	1	1	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	7	7103
0	1	1	0	0	1	1	0	1	1	1	0	0	0	1	1	0	1	0	1	1	6	7104
1	0	0	1	0	0	1	1	1	1	0	1	0	0	1	1	1	0	1	0	0	9	7105
0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	6	7106
1	1	1	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	1	0	0	15	7107
1	0	0	1	0	1	0	1	1	1	1	1	1	0	1	1	1	1	0	1	0	9	7108
0	0	0	1	0	0	0	1	0	1	1	1	0	0	1	0	0	0	1	0	0	1	7109
1	0	0	1	1	0	0	1	0	1	0	0	1	0	1	1	1	0	0	1	0	9	7111
0	1	0	0	0	0	1	1	0	1	1	0	0	0	1	1	0	0	0	1	0	4	7112
1	0	0	0	1	1	1	1	1	1	1	0	1	0	1	0	0	0	0	0	1	8	7113
0	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	7114
1	1	0	1	1	1	0	0	1	1	0	1	1	0	1	0	1	0	1	1	0	13	7115
1	0	0	0	1	0	0	1	0	1	0	1	0	0	1	1	0	0	1	1	0	8	7116
0	0	1	0	1	1	0	1	1	1	1	1	0	1	0	0	1	1	1	0	0	2	7117
0	1	0	1	0	0	0	1	0	0	1	1	1	1	1	0	0	0	0	1	0	5	7118
0	0	0	0	1	1	1	1	0	1	0	1	0	0	1	1	1	0	0	1	1	0	7119
0	1	0	1	1	1	0	1	0	1	0	1	1	0	1	0	1	0	0	0	1	5	7120
1	1	0	1	1	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	13	7122
0	1	1	0	1	1	1	1	1	0	0	1	1	1	1	0	0	1	0	1	0	6	7123
0	1	0	0	1	0	0	1	1	1	0	1	0	0	1	1	1	1	1	1	1	4	7124
0	0	1	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	1	0	2	7125
0	0	1	1	1	1	0	1	1	1	1	0	0	0	1	0	1	1	0	0	1	3	7127
1	0	1	0	1	0	1	0	0	1	1	0	0	1	1	0	1	0	1	1	1	10	7128
0	1	0	0	0	1	1	0	0	0	1	1	1	0	1	1	1	0	1	1	0	4	7129
1	1	0	1	0	1	1	1	1	0	1	0	0	0	1	1	1	1	1	1	1	13	7131
0	1	1	0	0	1	1	0	0	1	0	1	1	0	0	1	1	1	0	1	0	6	7132
1	1	1	0	1	0	0	1	1	1	0	1	0	1	1	0	0	1	0	1	0	14	7133
1	0	0	1	0	1	0	0	1	1	0	1	0	0	1	0	0	1	0	0	0	9	7134
1	1	1	0	0	1	1	1	1	1	0	0	1	0	0	1	0	1	1	0	1	14	7135
1	1	1	0	1	0	1	1	0	0	1	1	1	0	0	1	1	0	1	1	1	14	7137
1	0	0	0	0	1	1	1	0	0	0	1	0	0	0	1	0	0	1	1	0	8	7138
0	0	1	0	0	0	1	0	1	1	1	1	0	1	1	0	1	1	0	0	1	2	7139
0	1	0	1	1	0	1	1	1	1	1	0	1	0	1	1	1	0	1	0	1	5	7140
1	1	1	0	1	0	1	0	0	0	1	1	1	0	1	0	0	1	0	1	0	14	7141
0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	7142
1	1	0	0	0	1	0	0	0	1	0	1	0	1	0	0	1	0	1	1	1	12	7143
1	0	0	0	1	1	0	0	1	0	1	1	0	1	0	1	1	0	1	1	0	8	7144
1	1	1	0	0	1	1	0	0	1	0	0	1	1	0	1	0	1	1	1	1	14	7145
1	1	1	1	1	0	1	0	0	1	1	1	0	0	1	1	1	1	1	0	0	15	7146
1	0	1	0	0	1	0	1	1	1	0	0	1	0	0	1	1	0	1	0	0	10	7147
0	0	0	1	0	0	0	0	0	1	0	1	1	1	1	0	0	1	1	1	0	1	7148
0	0	1	1	0	1	0	0	1	1	0	0	1	1	1	1	1	0	1	1	0	3	7149
0	0	1	1	0	1	1	0	0	1	1	1	0	0	0	0	1	1	1	1	0	3	7150
0	1	1	1	0	1	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	7	7151
0	0	0	1	1	0	1	1	1	0	0	1	0	0	1	0	0	1	0	1	0	1	7152
1	1	0	1	1	1	0	0	0	1	1	1	1	1	1	0	0	0	1	1	0	13	7153
0	0	1	1	0	1	1	1	1	0	0	0	1	1	0	1	0	1	1	1	1	3	7154
0	1	0	0	1	1	1	0	0	0	1	1	1	1	0	1	1	0	0	0	0	4	7155
1	1	0	1	0	1	1	1	0	0	1	0	0	0	1	0	1	1	1	0	1	13	7156
1	0	0	1	1	0	0	0	1	1	1	0	1	1	0	0	0	0	0	1	1	9	7157
1	0	0	0	1	1	1	0	0	1	0	1	0	1	0	0	0	1	1	1	0	8	7160
0	0	1	0	0	1	0	0	0	1	1	1	1	0	0	0	0	0	1	0	0	2	7161
1	1	1	1	1	0	0	1	0	0	0	1	1	0	0	1	1	1	0	1	1	15	7162
0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	7163
1	1	1	1	0	0	0	0	1	1	0	1	1	1	0	1	0	0	0	1	1	15	7164
0	0	1	0	1	0	1	0	0	0	0	1	0	1	0	1	1	0	0	1	1	2	7165
1	1	1	0	0	1	1	0	0	0	0	1	1	1	1	1	0	1	1	1	1	14	7166
1	1	1	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	1	14	7167
1	0	1	1	0	0	0	1	0	0	1	1	1	1	0	1	0	0	0	1	1	11	7168
1	0	1	0	1	1	0	0	1	1	0	1	0	0	1	0	0	1	0	0	1	10	7169
1	0	1	1	0	1	0	1	1	0	0	0	0	1	0	1	0	0	0	1	1	11	7170
0	0	0	1	0	1	0	1	0	0	1	1	0	0	1	0	0	0	1	1	1	1	7171
0	1	1	0	1	1	1	0	0	0	1	0	0	1	0	0	1	1	1	0	1	6	7172
1	0	1	1	1	1	1	1	0	0	1	0	0	1	1	1	1	0	1	0	1	11	7173
1	1	0	0	0	1	0	1	1	0	0	1	0	0	1	1	1	0	1	1	1	12	7174
0	1	0	0	0	1	1	1	1	1	0	0	0	0	0	1	1	0	0	1	1	4	7175
0	1	0	1	0	0	0	1	0	1	1	0	0	1	1	1	0	1	1	1	1	5	7176
1	1	1	0	0	1	0	0	1	0	0	1	0	1	0	1	0	1	1	1	1	14	7177
1	1	1	0	1	0	1	1	0	0	0	0	0	1	1	0	1	1	0	0	0	14	7178
0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	1	1	1	1	1	0	1	7179
0	0	1	0	1	1	1	1	1	1	0	1	0	0	0	1	0	0	0	1	1	2	7180
1	1	0	1	1	0	0	1	0	1	0	1	0	0	0	0	0	1	1	0	1	13	7181
1	1	0	0	1	0	1	0	0	0	0	1	1	0	1	0	1	1	1	1	1	12	7182
0	1	1	1	0	1	0	0	1	1	1	1	1	1	0	0	0	0	1	1	1	7	7183
1	0	0	0	0	1	1	0	1	1	0	1	0	0	1	0	0	1	0	0	0	8	7184
0	0	0	1	1	0	0	0	0	1	0	0	1	1	1	1	0	0	0	1	0	1	7185
1	1	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	12	7187
1	1	0	0	1	1	1	1	1	1	0	0	1	1	0	1	1	0	1	0	1	12	7188
0	1	0	0	1	0	1	1	0	0	0	1	1	0	1	0	1	1	1	0	0	4	7189
1	1	0	1	1	1	1	1	0	0	1	1	1	0	0	1	1	1	0	0	1	13	7190
1	0	0	0	1	0	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	8	7191
0	0	0	0	1	1	0	1	1	1	0	1	1	1	0	0	1	0	1	0	1	0	7192
1	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	1	1	1	8	7193
1	0	0	0	1	1	0	1	0	0	0	0	0	1	1	1	1	0	0	1	0	8	7194
1	0	1	1	0	0	1	1	1	0	0	0	0	1	0	0	0	1	0	1	0	11	7195
1	1	1	0	1	0	0	1	1	1	0	1	1	0	0	1	1	1	0	1	0	14	7196
1	0	0	1	0	1	0	0	0	0	1	0	1	1	0	0	0	1	0	0	1	9	7197
0	0	0	1	0	1	1	1	0	1	1	1	1	0	1	0	0	1	0	0	1	1	7198
1	1	1	1	1	0	0	0	0	1	0	0	1	1	0	0	1	0	1	1	1	15	7199
0	1	1	0	0	1	1	0	1	0	0	1	1	0	1	1	1	0	1	0	0	6	7200
1	0	1	1	1	1	0	1	0	1	1	1	1	1	1	0	0	1	1	1	0	11	7202
0	1	0	0	0	0	1	1	1	0	1	0	0	0	1	1	0	0	0	0	1	4	7203
0	0	0	0	1	0	1	0	1	0	1	0	1	0	0	0	1	1	0	0	1	0	7204
1	0	1	0	1	1	0	1	0	1	1	1	1	0	1	0	1	0	0	0	1	10	7205
0	1	0	0	1	1	0	1	0	0	1	1	0	1	0	1	0	1	0	0	0	4	7206
1	0	1	0	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	1	1	10	7207
1	1	1	1	0	0	0	0	0	1	0	1	0	0	0	1	1	1	0	1	1	15	7208
1	1	0	1	0	1	1	0	1	0	1	1	0	1	0	1	0	0	1	1	0	13	7209
0	1	0	1	1	1	1	1	0	1	0	1	1	0	1	1	1	0	0	1	1	5	7210
0	0	0	0	1	1	1	0	1	1	1	1	0	0	1	0	1	0	1	1	1	0	7211
1	0	1	1	1	1	0	0	0	1	0	1	1	0	1	0	1	1	0	0	0	11	7212
0	0	1	0	1	0	1	0	1	0	0	0	0	1	0	0	0	1	1	1	1	2	7213
0	1	1	0	0	1	1	1	1	0	0	0	1	1	1	0	0	1	1	1	0	6	7214
1	0	1	1	0	1	1	0	1	0	0	0	0	1	1	1	0	1	1	0	1	11	7215
1	0	1	0	1	1	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	10	7216
1	0	0	0	1	0	1	0	0	0	1	1	0	1	0	0	0	0	1	1	0	8	7217
0	0	1	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	2	7218
1	1	0	1	1	0	1	1	1	0	0	1	0	1	1	1	1	1	0	1	1	13	7219
1	0	0	0	0	1	1	0	1	0	1	0	0	1	0	1	1	1	1	0	0	8	7220
1	0	1	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	1	1	10	7221
1	1	0	1	1	0	1	0	0	1	0	0	1	1	1	0	0	0	1	0	0	13	7222
0	0	0	1	0	0	1	0	0	1	0	0	1	1	1	0	0	0	0	1	0	1	7223
0	1	1	0	1	1	0	1	0	0	1	1	1	0	0	1	1	0	0	0	1	6	7224
0	1	1	0	1	0	1	1	0	0	0	1	1	1	0	0	1	0	0	0	0	6	7225
1	0	0	0	1	1	1	1	0	0	0	0	1	0	0	0	1	1	1	1	1	8	7226
1	1	1	1	0	1	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	15	7227
0	0	1	1	1	1	1	1	0	1	1	1	0	0	0	1	0	1	0	0	1	3	7228
1	1	0	0	1	0	0	1	0	0	1	1	1	0	1	0	1	1	0	1	1	12	7229
0	1	0	1	0	1	1	1	1	0	1	1	0	1	1	0	0	0	0	0	0	5	7230
0	0	1	0	0	0	1	0	1	0	0	0	1	0	1	1	1	1	1	1	1	2	7231
1	0	1	0	0	0	1	1	0	0	0	1	0	1	0	1	0	1	0	0	0	10	7232
1	1	1	0	1	1	0	1	1	0	0	0	1	0	1	0	1	0	0	1	0	14	7233
0	1	0	1	1	0	1	0	1	1	1	0	0	1	0	1	1	0	1	1	1	5	7234
0	1	1	0	1	1	1	0	0	0	1	1	1	1	0	1	1	0	0	0	1	6	7235
1	1	0	0	1	0	0	0	1	1	0	0	1	0	1	0	0	1	0	1	0	12	7236
0	1	0	1	0	1	1	1	1	0	0	1	0	1	0	1	0	1	1	0	0	5	7237
1	0	1	1	0	1	1	0	0	1	0	0	0	0	1	1	0	0	0	1	1	11	7238
0	0	0	0	1	1	1	1	1	1	1	0	1	1	1	0	1	1	0	0	1	0	7240
1	1	0	0	1	1	1	1	1	1	0	1	0	1	0	1	1	1	1	1	1	12	7241
0	1	1	0	1	1	0	0	1	0	1	1	0	1	1	1	0	0	1	1	1	6	7242
1	1	0	1	1	1	0	0	0	1	1	0	0	0	0	0	0	1	0	1	1	13	7243
0	1	0	1	1	0	0	0	1	1	1	1	1	1	0	1	0	1	0	1	1	5	7244
1	0	0	0	0	1	0	1	1	1	1	0	0	1	1	1	0	1	1	0	0	8	7245
0	1	0	0	0	1	0	0	1	0	1	0	1	1	1	0	0	0	1	0	1	4	7246
1	1	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	13	7247
1	0	1	0	1	0	1	1	1	1	0	1	0	1	1	1	0	0	0	0	1	10	7248
1	1	0	1	1	0	0	1	0	1	0	0	0	1	1	1	1	0	1	0	0	13	7249
1	0	1	1	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	1	11	7250
0	0	1	1	0	1	1	0	1	1	0	0	0	1	1	0	0	1	1	1	0	3	7251
1	0	0	1	1	1	1	1	1	0	1	0	1	1	0	0	0	0	1	0	1	9	7252
0	1	1	1	1	0	0	1	1	1	0	1	1	0	1	1	1	1	0	1	1	7	7253
0	0	1	0	1	1	0	1	0	1	1	0	0	1	0	1	0	0	0	0	0	2	7254
1	1	0	0	1	1	0	1	1	0	1	0	0	0	1	0	1	1	0	0	1	12	7255
0	0	1	1	0	0	1	1	1	1	0	1	0	0	0	0	1	1	0	0	1	3	7256
0	0	0	0	0	0	1	1	0	1	0	0	0	1	1	0	0	1	0	1	0	0	7257
0	0	0	0	1	1	0	0	1	1	1	1	1	1	0	1	1	0	0	1	1	0	7258
1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	0	1	1	1	15	7260
0	1	1	0	0	0	0	1	0	0	1	1	1	0	0	1	0	0	1	0	1	6	7261
1	0	0	1	0	1	0	0	0	0	0	0	1	1	1	1	0	1	1	0	1	9	7262
0	0	1	0	0	1	1	0	0	0	1	0	1	0	0	1	1	0	1	0	1	2	7263
1	1	0	1	1	0	1	1	0	1	0	0	0	0	1	1	0	0	1	0	0	13	7264
1	0	1	0	1	0	1	1	0	0	1	0	0	1	0	0	0	0	0	1	0	10	7265
1	0	1	1	1	1	0	0	1	1	1	0	1	1	0	0	0	0	1	1	0	11	7266
0	1	1	1	1	0	1	1	0	0	1	1	0	1	1	0	0	1	1	1	1	7	7267
0	1	1	1	1	0	0	0	1	0	1	0	1	1	0	0	0	0	1	1	0	7	7268
1	1	0	1	1	1	1	1	1	0	1	0	0	0	1	1	1	1	0	0	1	13	7269
1	0	1	0	0	1	0	0	1	0	0	1	0	1	0	0	1	1	0	0	0	10	7270
1	1	1	0	1	1	1	1	0	1	0	0	1	1	1	0	1	1	0	1	0	14	7271
1	1	1	0	0	0	1	0	1	0	0	0	0	1	0	1	0	1	1	1	1	14	7273
0	1	0	1	0	1	0	0	0	1	0	1	1	0	0	1	0	0	1	0	1	5	7274
1	1	1	0	1	0	0	1	1	1	0	0	0	1	0	1	1	1	0	0	0	14	7275
0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	1	1	0	0	0	7277
0	1	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	5	7278
1	1	1	0	0	1	1	0	1	1	1	0	0	1	1	0	1	0	0	1	0	14	7279
1	0	1	0	1	1	0	1	1	1	0	0	1	1	0	0	1	0	0	0	0	10	7280
1	0	0	0	1	1	1	1	1	0	0	0	0	1	1	0	1	0	0	0	0	8	7281
1	0	0	1	0	0	0	0	1	1	0	1	1	1	1	0	1	1	0	0	1	9	7282
1	0	1	1	1	1	0	0	1	0	0	1	0	1	1	0	1	0	0	1	0	11	7283
0	0	1	1	0	0	1	0	0	0	0	0	1	1	0	1	1	1	0	0	0	3	7285
1	1	1	1	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	15	7286
1	0	1	0	0	1	1	1	0	1	1	0	0	0	1	0	0	0	0	1	1	10	7287
1	1	1	0	1	0	0	1	1	1	0	0	1	1	1	1	1	1	1	0	1	14	7288
1	1	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	1	0	14	7289
1	1	1	0	0	1	0	0	0	1	1	0	1	0	1	1	1	1	1	0	1	14	7291
0	0	0	1	1	0	1	1	0	1	1	0	1	0	1	1	1	1	0	0	0	1	7292
1	1	1	0	1	1	0	1	1	1	0	1	1	1	1	0	1	0	0	0	0	14	7293
0	0	1	0	0	0	0	1	0	0	0	0	1	1	1	0	1	0	1	0	0	2	7294
1	1	1	0	0	0	1	1	0	1	1	0	0	0	1	0	0	0	1	1	1	14	7295
1	0	0	0	0	0	0	1	1	0	1	1	0	1	0	1	1	0	1	1	0	8	7296
1	0	0	0	0	0	1	1	1	1	1	0	0	1	0	0	1	1	1	1	0	8	7297
0	0	1	1	1	1	0	0	0	1	0	0	1	1	1	0	0	1	0	0	0	3	7298
1	0	0	1	0	1	1	0	0	1	1	1	1	1	1	1	1	1	0	0	1	9	7299
0	1	1	1	0	0	1	1	1	0	0	1	1	1	0	1	1	0	1	1	1	7	7300
0	0	1	0	1	1	1	0	1	0	0	0	0	0	0	0	1	0	1	0	1	2	7302
0	0	0	1	1	0	0	0	0	1	1	1	1	0	1	0	1	0	1	0	0	1	7303
0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	2	7304
0	1	0	1	1	1	1	1	1	0	1	1	1	0	0	1	1	0	1	1	0	5	7305
1	1	0	1	1	0	0	1	1	0	1	0	0	1	1	1	0	1	1	0	1	13	7307
1	1	1	1	1	1	0	1	0	0	0	0	0	0	1	0	1	1	0	1	1	15	7308
0	0	0	1	1	0	1	1	0	0	1	0	0	0	0	1	0	0	1	0	0	1	7309
1	1	1	1	0	1	0	1	0	1	1	0	1	1	0	1	1	1	1	1	1	15	7310
1	1	0	1	1	0	1	1	0	0	0	0	1	0	0	1	1	0	1	1	0	13	7311
1	0	1	1	1	0	1	0	0	0	1	1	0	0	1	0	1	0	0	1	0	11	7312
1	0	1	1	0	1	0	1	0	0	1	0	0	0	0	0	1	1	1	0	0	11	7313
1	1	0	0	1	0	0	0	1	0	0	1	0	1	1	1	0	1	1	1	0	12	7314
1	0	1	0	1	0	1	0	1	0	0	0	1	1	1	0	0	1	1	0	1	10	7315
0	0	1	1	1	0	0	0	0	0	1	1	1	1	1	1	0	1	0	1	0	3	7316
1	1	0	1	1	0	0	0	1	0	0	1	1	0	1	1	0	0	1	1	0	13	7318
1	1	0	1	1	1	1	0	1	0	0	1	1	1	0	1	1	0	0	1	0	13	7319
0	1	0	0	1	0	0	0	0	1	1	1	1	1	1	0	0	0	1	1	0	4	7321
1	0	1	1	1	1	0	0	1	0	1	1	0	1	1	0	0	0	0	0	0	11	7323
0	0	1	1	0	0	1	1	1	1	0	0	0	0	1	1	0	0	0	0	1	3	7324
1	1	1	0	1	1	1	1	1	0	1	0	1	1	0	0	1	0	1	1	1	14	7325
1	1	0	0	1	0	1	1	0	1	0	0	1	1	1	0	1	0	0	1	1	12	7326
0	1	1	1	0	1	0	1	1	0	0	1	1	0	0	0	0	0	1	0	1	7	7327
0	0	1	1	1	0	0	1	0	0	1	1	0	1	1	0	0	0	1	0	1	3	7328
0	0	0	0	0	0	1	1	1	0	0	1	0	1	1	1	1	0	1	1	0	0	7330
1	1	0	0	0	0	0	0	1	1	1	0	1	0	0	1	0	1	1	0	0	12	7331
0	0	1	0	0	1	1	0	0	0	1	1	0	1	1	0	0	1	0	0	1	2	7332
1	1	1	0	0	1	1	1	0	0	1	1	1	0	1	0	0	1	1	1	1	14	7333
0	1	1	0	0	1	0	1	1	0	0	0	1	0	0	1	0	0	1	0	0	6	7334
1	1	1	1	0	1	1	0	1	0	0	1	1	1	1	1	1	0	0	0	0	15	7336
0	1	1	0	1	0	1	0	1	0	1	1	0	0	1	0	1	0	1	0	1	6	7337
0	1	1	0	1	0	0	1	0	1	1	0	0	1	0	0	0	1	1	0	1	6	7339
1	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	1	1	0	0	0	8	7340
0	1	0	0	0	1	1	1	0	1	0	1	1	0	1	1	0	1	0	1	0	4	7341
1	1	0	1	1	0	0	0	0	0	1	0	1	0	1	0	1	0	0	1	0	13	7342
1	0	0	1	0	1	0	0	0	0	0	1	1	0	1	0	0	0	1	1	0	9	7343
1	0	1	1	0	1	1	1	1	0	1	0	0	1	1	1	0	0	1	1	1	11	7344
0	1	0	1	1	1	0	1	1	0	1	0	0	1	1	0	1	1	1	1	0	5	7346
1	0	0	1	1	0	0	1	0	1	1	1	1	1	0	0	0	0	0	0	1	9	7347
1	1	0	1	0	1	1	0	1	1	1	0	1	1	0	0	1	0	0	1	0	13	7348
1	0	1	0	1	1	1	1	0	1	1	1	1	1	0	0	1	0	0	0	0	10	7349
0	0	1	0	1	1	1	1	1	1	1	0	1	0	0	0	1	1	1	1	1	2	7350
0	1	1	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	1	1	0	6	7351
1	0	1	1	1	1	1	1	0	1	0	1	0	0	0	1	1	1	1	1	1	11	7352
0	0	0	0	0	1	0	0	0	1	1	0	1	0	1	0	1	0	0	0	0	0	7354
1	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	1	1	13	7355
1	1	1	1	0	0	1	1	1	0	0	1	0	0	0	1	1	1	1	1	1	15	7356
0	1	1	0	1	1	1	0	1	0	0	1	1	0	1	0	0	1	1	1	0	6	7357
1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	15	7358
0	1	1	1	1	1	1	0	1	1	1	1	0	1	1	0	1	1	0	0	1	7	7359
0	1	0	0	1	0	1	0	0	0	1	1	0	0	0	1	0	1	0	1	0	4	7362
1	0	1	1	1	1	1	1	1	1	0	0	1	0	1	1	0	1	1	0	1	11	7363
0	0	0	1	0	0	1	1	0	1	1	1	1	0	1	0	1	0	1	0	0	1	7364
0	0	1	0	0	0	1	0	1	1	0	0	1	0	0	1	0	1	1	0	1	2	7365
0	0	1	0	0	0	0	0	0	1	1	0	1	1	1	1	0	0	1	0	0	2	7366
1	0	0	1	1	1	0	1	1	1	1	1	0	1	1	0	1	1	1	1	1	9	7367
1	1	0	1	1	1	1	0	0	1	1	0	0	1	1	0	1	1	0	1	1	13	7368
1	1	0	1	1	0	1	1	0	0	0	1	1	0	1	0	0	1	1	1	1	13	7369
1	1	0	1	0	0	0	0	1	1	1	0	1	0	1	1	1	0	0	1	0	13	7370
0	0	1	1	1	0	1	1	0	0	1	1	1	0	0	1	0	0	0	1	1	3	7371
1	0	0	1	0	1	1	0	1	1	1	1	0	0	1	0	0	0	0	1	0	9	7372
0	1	0	0	1	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	4	7373
0	1	1	1	1	0	0	1	0	0	0	1	0	0	1	0	0	0	1	1	1	7	7374
0	0	0	0	0	0	1	0	1	1	0	1	1	1	0	1	0	0	1	0	0	0	7376
1	1	1	0	0	1	1	0	1	0	0	1	1	1	1	1	0	0	1	1	1	14	7377
0	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	0	1	6	7378
0	1	0	1	0	0	0	1	1	0	1	1	0	0	0	0	0	1	0	1	0	5	7379
1	0	0	0	1	0	0	1	1	1	1	1	0	1	1	0	0	0	1	1	0	8	7380
1	1	0	1	1	0	0	0	1	0	0	1	1	1	1	0	1	0	1	0	0	13	7381
0	1	0	1	1	0	0	1	1	0	1	0	0	1	0	0	1	1	1	1	0	5	7382
1	0	0	1	0	1	1	0	1	1	0	0	1	1	0	0	1	0	1	1	1	9	7383
1	1	0	0	0	1	0	1	1	0	0	1	0	0	0	0	1	0	1	0	1	12	7384
1	1	1	0	0	1	1	0	1	0	1	1	0	1	1	1	1	1	0	1	0	14	7385
1	0	0	0	1	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	8	7386
0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	4	7387
0	0	1	0	1	1	0	0	1	1	1	0	0	0	1	1	1	1	0	0	0	2	7388
1	0	1	1	1	0	1	0	1	1	0	1	1	1	1	0	1	1	1	0	0	11	7389
1	0	0	0	1	0	1	1	0	1	0	0	1	1	1	0	0	1	1	1	1	8	7390
1	0	1	0	1	0	0	0	1	1	1	1	1	1	1	0	0	1	0	0	1	10	7391
0	1	1	1	1	1	1	0	1	1	0	1	1	1	0	1	0	1	0	0	1	7	7392
1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	13	7393
0	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	0	1	0	0	1	7	7394
1	0	0	1	1	0	0	1	1	1	0	1	0	1	1	1	1	0	0	0	1	9	7395
0	0	1	1	1	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	3	7396
1	0	1	1	0	1	0	1	1	1	0	0	0	0	1	1	1	0	0	0	1	11	7397
1	1	0	1	0	1	1	1	1	0	1	1	0	1	0	0	0	0	0	0	0	13	7398
0	1	0	1	0	0	0	0	0	0	1	1	0	0	1	1	0	1	0	0	0	5	7400
1	1	1	0	1	1	0	0	1	1	0	0	0	0	1	1	1	1	0	0	0	14	7401
0	0	0	0	0	0	0	1	0	1	1	0	1	0	1	1	0	0	1	0	0	0	7402
1	0	1	1	0	0	1	1	0	1	0	0	0	1	0	0	0	1	0	1	0	11	7403
0	1	0	0	1	0	1	1	0	1	0	0	0	1	0	1	1	0	1	1	0	4	7404
0	1	0	0	0	1	1	1	1	0	1	1	0	0	1	0	1	1	0	0	1	4	7405
0	0	0	1	0	0	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	7406
0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	4	7407
1	1	0	0	0	1	0	0	1	0	0	1	1	1	0	1	1	0	0	1	1	12	7408
1	0	1	1	1	0	1	0	1	1	0	0	1	1	1	0	1	0	1	1	0	11	7409
0	1	1	1	1	1	0	0	0	0	1	0	1	1	1	0	0	1	1	1	0	7	7410
0	0	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	7411
1	1	1	0	0	1	0	0	1	1	1	0	0	1	1	0	1	1	0	0	0	14	7413
1	0	0	0	1	0	0	1	0	0	1	0	1	1	0	0	1	0	1	1	1	8	7414
1	0	0	0	0	1	0	0	0	1	1	1	0	1	1	1	1	1	0	1	0	8	7415
0	0	1	0	1	0	0	1	1	1	1	0	1	0	0	1	1	0	1	0	0	2	7416
0	0	1	0	1	1	0	0	0	1	0	1	1	1	1	0	1	0	1	1	0	2	7417
1	0	1	1	1	1	1	0	0	1	0	0	0	0	1	0	1	0	0	1	0	11	7418
0	1	0	1	1	0	1	1	1	1	0	0	0	1	0	1	0	0	1	1	1	5	7419
1	0	1	1	1	1	0	1	1	1	1	0	1	1	0	1	0	0	1	0	1	11	7420
0	1	1	1	1	1	0	1	0	1	1	0	1	1	0	1	0	0	1	0	0	7	7421
1	0	0	0	0	0	1	1	1	0	0	1	0	0	0	1	0	1	0	1	0	8	7422
1	0	0	0	0	1	0	0	0	1	0	1	1	1	1	1	0	1	1	0	1	8	7423
